brand,expression,whisky_type,age_statement,pack_size_ml,bottle_price,price_band,is_gift_boxed,peat_profile,tier,store_type,shelf_zone,display_type,promo_flag,city_region,week,purchase_type,occasion,basket_role,repeat_purchase_flag,days_since_last_purchase,units_bought,estimated_buyer_stage,product_desc_raw,shelf_tag_raw,promo_text_raw,notes_text
Monkey Shoulder,Blended Malt,blend,,750,415.72,step_up,1,medium,core,retail_chain,feature_display,promo_stack,1,Sandton,20,gift,host gift,primary,0,63.0,2,exploratory,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt Gift,shelf talker only,staff said peat was a hard sell here
Johnnie Walker,Red Label,blend,,1000,326.81,step_up,0,light,entry,retail_chain,eye_level,promo_stack,0,West Rand,22,self,braai night,primary,0,80.0,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label - R327,,buyer traded up from a usual blend
Glenlivet,12,single_malt,12.0,750,491.09,step_up,0,light,premium,liquor_store,eye_level,standard,0,West Rand,14,self,quiet pour,primary,1,32.0,1,familiar,Glenlivet 12 whisky,Glenlivet 12 Gift,,asked for something smoother than usual
Laphroaig,10,single_malt,10.0,750,1026.22,stretch,1,heavy,distinctive,retail_chain,feature_display,standard,0,Sandton,16,mixed,quiet pour,primary,1,32.0,1,exploratory,Laphroaig 10 whisky,Laphroaig 10 whisky,,picked from the feature end after a long look
Glenlivet,12,single_malt,12.0,700,431.29,step_up,1,light,premium,liquor_store,end_cap,gift_section,0,Soweto,26,gift,,primary,0,67.0,1,exploratory,Glenlivet 12 Scotch 700ml gift box,Glenlivet 12 / R431,,promo got attention but not a big basket
Glenlivet,12,single_malt,12.0,700,495.64,step_up,0,light,premium,retail_chain,feature_display,standard,1,Soweto,46,mixed,braai night,primary,1,19.0,1,familiar,Glenlivet 12 700ml,Glenlivet 12 Gift,bundle with glassware,promo got attention but not a big basket
Glenfiddich,12,single_malt,12.0,750,474.27,premium_window,0,light,premium,retail_chain,feature_display,standard,1,Sandton,16,self,quiet pour,primary,1,40.0,1,familiar,Glenfiddich 12 gift pack,Glenfiddich 12 750ML,price drop while stock lasts,Looked like a gift decision more than a regular buy.
Johnnie Walker,Red Label,blend,,1000,308.75,budget_edge,0,light,entry,liquor_store,eye_level,promo_stack,0,Sandton,44,gift,last-minute dinner,primary,0,,1,entry,Johnnie Walker Red Label single malt,JW Red Label 1000,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,1000,363.28,step_up,0,light,entry,premium_store,eye_level,gift_section,0,Centurion,31,mixed,weekend top-up,primary,0,50.0,1,familiar,Johnnie Walker Red Label 1000ml,J Walker Red Label whisky,,buyer traded up from a usual blend
Monkey Shoulder,Blended Malt,blend,,750,467.21,step_up,1,medium,core,retail_chain,lower,promo_stack,1,Randburg,49,gift,braai night,primary,0,,1,familiar,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt - R467,gift box offer,
Chivas Regal,12,blend,12.0,1000,555.45,premium_window,0,light,core,premium_store,end_cap,gift_section,0,Sandton,10,gift,host gift,primary,0,55.0,1,entry,Chivas Regal 12 gift pack,Chivas Regal 12 1000ML,,
Glenlivet,12,single_malt,12.0,750,466.25,step_up,0,light,premium,liquor_store,end_cap,standard,0,Pretoria East,41,self,try something else,primary,0,,1,familiar,Glenlivet 12 blend,G 12 750,,Promo got attention but not a big basket.
Glenfiddich,12,single_malt,12.0,700,520.71,premium_window,1,light,premium,premium_store,eye_level,gift_section,0,Midrand,22,gift,quiet pour,primary,1,47.0,1,exploratory,Glenfiddich 12 Scotch 700ml,Glenfiddich 12 700 ML,,"buyer seemed curious, not fully convinced"
Chivas Regal,12,blend,12.0,750,414.58,step_up,0,light,core,liquor_store,end_cap,standard,0,Centurion,2,gift,try something else,primary,1,22.0,1,preference_led,Chivas Regal 12 single malt,Chivas Regal 12 750 ml,,
Monkey Shoulder,Blended Malt,blend,,750,395.33,step_up,0,medium,core,retail_chain,end_cap,standard,1,Sandton,48,self,quiet pour,primary,1,35.0,1,entry,Monkey Shoulder Blended Malt Scotch 750ml,Monkey Shoulder Blended Malt Gift,2 for less on selected whisky,Staff said peat was a hard sell here.
Johnnie Walker,Black Label,blend,12.0,750,445.38,step_up,1,medium,core,liquor_store,end_cap,gift_section,0,Sandton,13,mixed,,add_on,1,22.0,1,familiar,Johnnie Walker Black Label gift pack,Johnnie Walker Black Label whisky,,
Glenlivet,12,single_malt,12.0,700,447.99,step_up,0,light,premium,liquor_store,feature_display,standard,0,Randburg,11,mixed,last-minute dinner,primary,0,,1,familiar,Glenlivet 12 whisky,Glenlivet 12 whisky,,
Chivas Regal,12,blend,12.0,1000,512.82,premium_window,1,light,core,premium_store,eye_level,gift_section,0,Sandton,4,gift,weekend top-up,primary,0,45.0,2,exploratory,Chivas Regal 12 gift pack,Chivas Regal 12 whisky,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,1000,408.09,step_up,0,light,core,liquor_store,lower,standard,0,East Rand,20,self,weekend top-up,primary,0,,1,preference_led,Chivas Regal 12 blend,Chivas Regal 12 1000 ml,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,1000,328.01,budget_edge,0,light,entry,retail_chain,lower,gift_section,0,Centurion,4,gift,birthday run,primary,0,77.0,1,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label 1000ML,,
Glenlivet,12,single_malt,12.0,700,428.24,step_up,0,light,premium,liquor_store,end_cap,standard,0,Pretoria East,1,self,weekend top-up,primary,0,60.0,1,familiar,Glenlivet 12 Scotch 700ml,Glenlivet 12 - R428,,
Chivas Regal,12,blend,12.0,750,407.13,step_up,0,light,core,retail_chain,lower,standard,0,Rosebank,32,self,month-end stock-up,primary,1,31.0,1,exploratory,Chivas Regal 12 Scotch 750ml,Chivas Regal 12 - R407,,"repeat-looking purchase, no real hesitation"
Chivas Regal,12,blend,12.0,750,383.9,step_up,0,light,core,retail_chain,eye_level,gift_section,0,Centurion,4,self,weekend top-up,add_on,1,42.0,1,familiar,Chivas Regal 12 gift pack,CR 12 750,,buyer traded up from a usual blend
Glenfiddich,12,single_malt,12.0,750,598.69,premium_window,0,light,premium,liquor_store,eye_level,promo_stack,1,Fourways,10,mixed,,primary,0,75.0,1,preference_led,Glenfiddich 12 Scotch 750ml,Glenfiddich 12 whisky,gift ready bottle special,asked for something smoother than usual
Johnnie Walker,Red Label,blend,,750,267.33,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Soweto,35,mixed,last-minute dinner,primary,1,65.0,1,entry,Johnnie Walker Red Label single malt,JW Red Label 750,,
Monkey Shoulder,Blended Malt,blend,,750,357.32,budget_edge,1,medium,core,liquor_store,lower,gift_section,1,Rosebank,35,self,weekend top-up,add_on,1,12.0,1,familiar,Monkey Shoulder Blended Malt 750ml,Monkey Shoulder Blended Malt 750 ml,gift box offer,looked like a gift decision more than a regular buy
Glenfiddich,12,single_malt,12.0,700,506.3,premium_window,0,light,premium,liquor_store,eye_level,standard,0,East Rand,2,self,last-minute dinner,primary,1,27.0,1,entry,Glenfiddich 12 blend,Glenfiddich 12 700 ml,,Asked for something smoother than usual.
Chivas Regal,12,blend,12.0,750,372.87,step_up,0,light,core,liquor_store,eye_level,standard,1,Randburg,40,self,quiet pour,primary,0,,2,familiar,Chivas Regal 12 blend,Chivas Regal 12 whisky,premium pour week,asked for something smoother than usual
Glenlivet,12,single_malt,12.0,750,447.13,step_up,0,light,premium,retail_chain,eye_level,promo_stack,0,East Rand,18,self,,primary,0,,1,familiar,Glenlivet 12 gift pack,Glenlivet 12 Gift,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,1000,486.78,premium_window,1,light,core,retail_chain,lower,standard,1,Centurion,50,gift,birthday run,primary,0,,1,exploratory,Chivas Regal 12 blend,Chivas Regal 12 - R487,premium pour week,
Laphroaig,10,single_malt,10.0,750,923.18,stretch,1,heavy,distinctive,liquor_store,end_cap,promo_stack,1,Sandton,6,self,try something else,primary,0,,1,exploratory,Laphroaig 10 single malt gift box,Laphroaig 10 750 ML,gift ready bottle special,"repeat-looking purchase, no real hesitation"
Monkey Shoulder,Blended Malt,blend,,750,422.28,step_up,0,medium,core,premium_store,lower,standard,1,Sandton,5,mixed,quiet pour,primary,0,,1,entry,Monkey Shoulder Blended Malt whisky,Monkey Shoulder Blended Malt - R422,shelf talker only,asked for something smoother than usual
Johnnie Walker,Black Label,blend,12.0,1000,538.89,premium_window,0,medium,core,liquor_store,eye_level,standard,0,Midrand,36,self,birthday run,primary,1,10.0,1,entry,Johnnie Walker Black Label Scotch 1000ml,Johnnie Walker Black Label Gift,,"premium shelf got traffic, but not much conversion late week"
Johnnie Walker,Red Label,blend,,1000,340.91,step_up,0,light,entry,liquor_store,lower,standard,0,Soweto,18,self,month-end stock-up,primary,0,55.0,1,exploratory,Johnnie Walker Red Label 1000ml,Johnnie Walker Red Label Gift,,picked from the feature end after a long look
Johnnie Walker,Red Label,blend,,750,279.23,budget_edge,0,light,entry,premium_store,eye_level,standard,1,Rosebank,29,self,month-end stock-up,primary,0,,2,familiar,Johnnie Walker Red Label whisky,Johnnie Walker Red Label WHSKY,shelf talker only,picked from the feature end after a long look
Johnnie Walker,Red Label,blend,,1000,372.66,step_up,0,light,entry,premium_store,eye_level,gift_section,0,Sandton,27,self,special bottle,primary,0,,1,exploratory,Johnnie Walker Red Label single malt,Johnnie Walker Red Label 1000ML,,
Glenlivet,12,single_malt,12.0,700,441.51,step_up,0,light,premium,liquor_store,eye_level,standard,0,East Rand,16,mixed,special bottle,primary,1,23.0,1,familiar,Glenlivet 12 Scotch 700ml,G 12 700,,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,1000,298.36,budget_edge,0,light,entry,retail_chain,feature_display,standard,0,Randburg,49,self,quiet pour,primary,0,81.0,1,entry,Johnnie Walker Red Label blend,Johnnie Walker Red Label Gift,,"repeat-looking purchase, no real hesitation"
Monkey Shoulder,Blended Malt,blend,,750,401.09,step_up,0,medium,core,retail_chain,eye_level,standard,0,Randburg,21,self,special bottle,primary,0,,1,exploratory,Monkey Shoulder Blended Malt 750ml,Monkey Shoulder Blended Malt whisky,,looked like a gift decision more than a regular buy
Chivas Regal,12,blend,12.0,1000,553.72,premium_window,0,light,core,premium_store,feature_display,gift_section,0,Pretoria East,1,mixed,corporate gift,primary,0,,1,familiar,Chivas Regal 12 whisky,CR 12 1000,,
Monkey Shoulder,Blended Malt,blend,,750,474.55,premium_window,0,medium,core,liquor_store,eye_level,standard,0,Pretoria East,34,self,weekend top-up,primary,0,25.0,1,exploratory,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt 750 ml,,picked from the feature end after a long look
Glenlivet,12,single_malt,12.0,750,482.53,premium_window,0,light,premium,retail_chain,lower,promo_stack,0,West Rand,25,self,,primary,0,102.0,1,familiar,Glenlivet 12 whisky,G 12 750,,
Glenfiddich,12,single_malt,12.0,750,548.38,premium_window,0,light,premium,liquor_store,end_cap,standard,0,East Rand,21,mixed,last-minute dinner,primary,0,,1,familiar,Glenfiddich 12 whisky,Glenfiddich 12 whisky,,
Johnnie Walker,Red Label,blend,,750,288.25,budget_edge,0,light,entry,premium_store,end_cap,gift_section,1,Randburg,16,self,,add_on,1,40.0,1,preference_led,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 750ML,2 for less on selected whisky,
Laphroaig,10,single_malt,10.0,750,1031.88,stretch,0,heavy,distinctive,liquor_store,lower,gift_section,0,Rosebank,14,gift,,primary,0,32.0,1,exploratory,Laphroaig 10 Scotch 750ml,L 10 750,,"Repeat-looking purchase, no real hesitation."
Johnnie Walker,Red Label,blend,,1000,345.28,step_up,0,light,entry,liquor_store,lower,standard,0,Sandton,42,mixed,,primary,1,33.0,1,familiar,Johnnie Walker Red Label 1000ml,Johnnie Walker Red Label - R345,,buyer traded up from a usual blend
Glenfiddich,12,single_malt,12.0,700,415.6,step_up,0,light,premium,liquor_store,lower,promo_stack,1,Rosebank,52,self,month-end stock-up,primary,0,,1,familiar,Glenfiddich 12 whisky,Glenfiddich 12 700ML,premium pour week,"buyer seemed curious, not fully convinced"
Chivas Regal,12,blend,12.0,750,389.8,step_up,0,light,core,liquor_store,feature_display,standard,0,Fourways,23,gift,host gift,primary,0,,1,familiar,Chivas Regal 12 750ml,Chivas Regal 12 750ML,,"buyer seemed curious, not fully convinced"
Monkey Shoulder,Blended Malt,blend,,750,420.86,step_up,0,medium,core,premium_store,feature_display,gift_section,0,Soweto,12,mixed,host gift,primary,0,66.0,1,preference_led,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt Gift,,asked for something smoother than usual
Chivas Regal,12,blend,12.0,750,387.57,step_up,0,light,core,liquor_store,eye_level,standard,1,Pretoria East,48,mixed,month-end stock-up,add_on,1,7.0,1,exploratory,Chivas Regal 12 gift pack,Chivas Regal 12 Gift,price drop while stock lasts,
Laphroaig,10,single_malt,10.0,750,1040.93,top_shelf,0,heavy,distinctive,liquor_store,eye_level,standard,0,Fourways,33,mixed,try something else,primary,0,150.0,1,exploratory,Laphroaig 10 Scotch 750ml,Laphroaig 10 750ML,,buyer traded up from a usual blend
Johnnie Walker,Red Label,blend,,1000,349.08,budget_edge,1,light,entry,premium_store,end_cap,standard,0,Rosebank,5,gift,corporate gift,primary,0,,2,entry,Johnnie Walker Red Label 1000ml gift box,Johnnie Walker Red Label Gift,,"repeat-looking purchase, no real hesitation"
Laphroaig,10,single_malt,10.0,750,1064.49,stretch,0,heavy,distinctive,retail_chain,eye_level,standard,0,Sandton,29,self,last-minute dinner,primary,0,,1,preference_led,Laphroaig 10 Scotch 750ml,Laphroaig 10 - R1064,,"premium shelf got traffic, but not much conversion late week"
Glenfiddich,12,single_malt,12.0,750,535.42,premium_window,0,light,premium,liquor_store,lower,standard,1,Fourways,38,self,last-minute dinner,primary,0,62.0,1,exploratory,Glenfiddich 12 750ml,Glenfiddich 12 750 ml,2 for less on selected whisky,
Johnnie Walker,Black Label,blend,12.0,1000,596.13,premium_window,1,medium,core,retail_chain,eye_level,promo_stack,1,Pretoria East,44,self,quiet pour,primary,1,32.0,1,familiar,Johnnie Walker Black Label single malt gift box,Johnnie Walker Black Label Gift,price drop while stock lasts,
Laphroaig,10,single_malt,10.0,750,903.08,stretch,1,heavy,distinctive,liquor_store,feature_display,gift_section,0,Randburg,11,mixed,try something else,primary,1,45.0,1,entry,Laphroaig 10 whisky gift box,Laphroaig 10 750 ml,,
Monkey Shoulder,Blended Malt,blend,,750,388.47,step_up,0,medium,core,retail_chain,lower,promo_stack,0,Centurion,21,mixed,host gift,primary,0,,1,exploratory,Monkey Shoulder Blended Malt single malt,Monkey Shoulder Blended Malt 750 ml,,"shopper hovered, then came back after another aisle"
Johnnie Walker,Red Label,blend,,750,241.48,budget_edge,1,light,entry,retail_chain,feature_display,standard,0,Rosebank,35,mixed,braai night,primary,0,,1,entry,Johnnie Walker Red Label blend gift box,Johnnie Walker Red Label - R241,,
Johnnie Walker,Red Label,blend,,1000,295.61,budget_edge,0,light,entry,liquor_store,lower,gift_section,1,Pretoria East,18,mixed,,primary,0,,1,exploratory,Johnnie Walker Red Label Scotch 1000ml,Johnnie Walker Red Label - R296,bundle with glassware,
Laphroaig,10,single_malt,10.0,750,951.98,stretch,0,heavy,distinctive,retail_chain,eye_level,standard,0,Midrand,5,self,weekend top-up,primary,1,9.0,2,familiar,Laphroaig 10 Scotch 750ml,Laphroaig 10 750ML,,promo got attention but not a big basket
Johnnie Walker,Red Label,blend,,1000,293.59,budget_edge,0,light,entry,liquor_store,eye_level,standard,0,Rosebank,22,self,month-end stock-up,primary,0,,1,entry,Johnnie Walker Red Label whisky,Johnnie Walker Red Label 1000ML,,Looked like a gift decision more than a regular buy.
Glenlivet,12,single_malt,12.0,750,415.75,step_up,0,light,premium,liquor_store,lower,standard,0,Pretoria East,9,mixed,special bottle,primary,0,71.0,1,exploratory,Glenlivet 12 blend,Glenlivet 12 Gift,,asked for something smoother than usual
Monkey Shoulder,Blended Malt,blend,,750,409.86,step_up,0,medium,core,premium_store,lower,gift_section,0,East Rand,17,self,quiet pour,primary,0,,1,familiar,Monkey Shoulder Blended Malt blend,Monkey Shoulder Blended Malt 750 ml,,looked like a gift decision more than a regular buy
Chivas Regal,12,blend,12.0,1000,586.01,premium_window,1,light,core,retail_chain,eye_level,promo_stack,0,Centurion,45,self,,primary,0,44.0,1,entry,Chivas Regal 12 single malt gift box,Chivas Regal 12 - R586,,staff said peat was a hard sell here
Glenlivet,12,single_malt,12.0,750,458.86,step_up,1,light,premium,liquor_store,eye_level,standard,0,Midrand,17,mixed,birthday run,primary,0,,1,exploratory,Glenlivet 12 750ml gift box,Glenlivet 12 750ML,,staff said peat was a hard sell here
Monkey Shoulder,Blended Malt,blend,,750,349.24,step_up,0,medium,core,retail_chain,feature_display,standard,0,Centurion,48,self,special bottle,primary,0,,1,exploratory,Monkey Shoulder Blended Malt gift pack,Monkey Shoulder Blended Malt 750ML,,"repeat-looking purchase, no real hesitation"
Glenfiddich,12,single_malt,12.0,750,479.21,premium_window,1,light,premium,liquor_store,lower,gift_section,0,Centurion,18,gift,quiet pour,primary,1,43.0,1,exploratory,Glenfiddich 12 whisky gift box,Glenfiddich 12 750 ml,,
Glenfiddich,12,single_malt,12.0,750,471.53,step_up,1,light,premium,retail_chain,lower,promo_stack,1,Fourways,23,self,host gift,primary,0,53.0,1,familiar,Glenfiddich 12 single malt,Glenfiddich 12 750ML,shelf talker only,promo got attention but not a big basket
Monkey Shoulder,Blended Malt,blend,,750,352.78,step_up,0,medium,core,liquor_store,eye_level,standard,0,Randburg,2,self,quiet pour,add_on,1,47.0,1,entry,Monkey Shoulder Blended Malt 750ml,Monkey Shoulder Blended Malt 750ML,,Looked like a gift decision more than a regular buy.
Chivas Regal,12,blend,12.0,750,374.53,step_up,0,light,core,liquor_store,eye_level,promo_stack,1,Randburg,39,self,,primary,1,17.0,1,familiar,Chivas Regal 12 single malt,Chivas Regal 12 750ML,bundle with glassware,staff said peat was a hard sell here
